"","doid","is_a"
"1841"," DOID:0050674"," DOID:1701 "
"1844"," DOID:0050675"," DOID:225 "
"1847"," DOID:0050676"," DOID:37 "
"1850"," DOID:0050677"," DOID:225 "
"1853"," DOID:0050678"," DOID:225 "
"1856"," DOID:0050679"," DOID:13911 "
"1859"," DOID:0050680"," DOID:2256 "
"1862"," DOID:0050681"," DOID:0060309 "
"1865"," DOID:0050682"," DOID:936 "
"1868"," DOID:0050683"," DOID:8501 "
"1871"," DOID:0050684"," DOID:225 "
"1874"," DOID:0050685"," DOID:305 "
"1877"," DOID:0050686"," DOID:162 "
"1880"," DOID:0050687"," DOID:162 "
"1883"," DOID:0050688"," DOID:5672 "
"1886"," DOID:0050689"," DOID:225 "
"1889"," DOID:0050690"," DOID:2256 "
"1892"," DOID:0050691"," DOID:225 "
"1895"," DOID:0050692"," DOID:440 "
"1898"," DOID:0050693"," DOID:37 "
"1901"," DOID:0050694"," DOID:225 "
"1904"," DOID:0050695"," DOID:5158 "
"1907"," DOID:0050696"," DOID:0060038 "
"1910"," DOID:0050697"," DOID:780 "
"1913"," DOID:0050698"," DOID:65 "
"1916"," DOID:0050699"," DOID:447 "
"1919"," DOID:0050700"," DOID:114 "
"1922"," DOID:0050701"," DOID:1826 "
"1925"," DOID:0050702"," DOID:0050701 "
"1928"," DOID:0050703"," DOID:0050701 "
"1931"," DOID:0050704"," DOID:0070309 "
"1934"," DOID:0050705"," DOID:0070309 "
"1937"," DOID:0050706"," DOID:0050701 "
"1940"," DOID:0050707",NA
"1942"," DOID:0050708"," DOID:0050704 "
"1945"," DOID:0050709"," DOID:0050702 "
"1948"," DOID:0050710"," DOID:9252 "
"1951"," DOID:0050711"," DOID:2351 "
"1954"," DOID:0050712"," DOID:0050798 "
"1957"," DOID:0050713"," DOID:700 "
"1960"," DOID:0050715"," DOID:14749 "
"1963"," DOID:0050716"," DOID:14749 "
"1966"," DOID:0050717"," DOID:14749 "
"1969"," DOID:0050718"," DOID:655 "
"1972"," DOID:0050719"," DOID:0050718 "
"1975"," DOID:0050720"," DOID:9252 "
"1978"," DOID:0050721"," DOID:9252 "
"1981"," DOID:0050722"," DOID:0050721 "
"1984"," DOID:0050723"," DOID:0050721 "
"1987"," DOID:0050724"," DOID:0050721 "
"1990"," DOID:0050725"," DOID:9275 "
"1993"," DOID:0050726"," DOID:9275 "
"1996"," DOID:0050727"," DOID:9275 "
"1999"," DOID:0050728"," DOID:2978 "
"2002"," DOID:0050729"," DOID:9455 "
"2005"," DOID:0050730"," DOID:700 "
"2008"," DOID:0050731"," DOID:0050718 "
"2011"," DOID:0050732"," DOID:14749 "
"2014"," DOID:0050733"," DOID:14749 "
"2017"," DOID:0050734"," DOID:0050731 "
"2020"," DOID:0050735"," DOID:0050177 "
"2023"," DOID:0050736"," DOID:0050739 "
"2026"," DOID:0050737"," DOID:0050739 "
"2029"," DOID:0050738"," DOID:0050177 "
"2032"," DOID:0050739"," DOID:0050177 "
"2035"," DOID:0050740"," DOID:225 "
"2038"," DOID:0050741"," DOID:9973 "
"2041"," DOID:0050742"," DOID:9973 "
"2044"," DOID:0050743"," DOID:0060060 "
"2047"," DOID:0050744"," DOID:0060060 "
"2050"," DOID:0050745"," DOID:707 "
"2053"," DOID:0050746"," DOID:707 "
"2056"," DOID:0050747"," DOID:707 "
"2059"," DOID:0050748"," DOID:707 "
"2062"," DOID:0050749"," DOID:0050743 "
"2065"," DOID:0050750"," DOID:0050748 "
"2068"," DOID:0050751"," DOID:715 "
"2071"," DOID:0050752"," DOID:332 "
"2074"," DOID:0050753"," DOID:0050951 "
"2077"," DOID:0050754"," DOID:0050950 "
"2080"," DOID:0050755"," DOID:0050950 "
"2083"," DOID:0050756",NA
"2085"," DOID:0050757"," DOID:700 "
"2088"," DOID:0050758"," DOID:0060158 "
"2091"," DOID:0050759"," DOID:450 "
"2094"," DOID:0050760"," DOID:423 "
"2097"," DOID:0050761",NA
"2099"," DOID:0050762"," DOID:9252 "
"2102"," DOID:0050763"," DOID:225 "
"2105"," DOID:0050764"," DOID:0060309 "
"2108"," DOID:0050765"," DOID:1289 "
"2111"," DOID:0050766"," DOID:0050765 "
"2114"," DOID:0050767"," DOID:2256 "
"2117"," DOID:0050768"," DOID:0111143 "
"2120"," DOID:0050769"," DOID:225 "
"2123"," DOID:0050770"," DOID:409 "
"2126"," DOID:0050771"," DOID:0060089 "
"2129"," DOID:0050772"," DOID:0050952 "
"2132"," DOID:0050773"," DOID:0050771 "
"2135"," DOID:0050774"," DOID:225 "
"2138"," DOID:0050775"," DOID:2256 "
"2141"," DOID:0050776"," DOID:0050889 "
"2144"," DOID:0050777"," DOID:0060340 "
"2147"," DOID:0050778"," DOID:0060340 "
"2150"," DOID:0050779"," DOID:225 "
"2153"," DOID:0050780"," DOID:225 "
"2156"," DOID:0050781"," DOID:225 "
"2159"," DOID:0050782"," DOID:225 "
"2162"," DOID:0050783"," DOID:2377 "
"2165"," DOID:0050784"," DOID:2377 "
"2168"," DOID:0050785"," DOID:2377 "
"2171"," DOID:0050786"," DOID:240 "
"2174"," DOID:0050787"," DOID:77 "
"2177"," DOID:0050788"," DOID:225 "
"2180"," DOID:0050789"," DOID:1934 "
"2183"," DOID:0050790"," DOID:0080006 "
"2186"," DOID:0050791"," DOID:3765 "
"2189"," DOID:0050792"," DOID:866 "
"2192"," DOID:0050793"," DOID:10273 "
"2195"," DOID:0050794"," DOID:1934 "
"2198"," DOID:0050795"," DOID:5679 "
"2201"," DOID:0050796"," DOID:225 "
"2204"," DOID:0050797"," DOID:906 "
"2207"," DOID:0050798"," DOID:9252 "
"2210"," DOID:0050799"," DOID:0050798 "
"2213"," DOID:0050800"," DOID:0050798 "
"2216"," DOID:0050801"," DOID:987 "
"2219"," DOID:0050802"," DOID:13359 "
"2222"," DOID:0050803"," DOID:3068 "
"2225"," DOID:0050804"," DOID:3068 "
"2228"," DOID:0050805"," DOID:3068 "
"2231"," DOID:0050806"," DOID:3068 "
"2234"," DOID:0050807"," DOID:225 "
"2237"," DOID:0050809"," DOID:12798 "
"2240"," DOID:0050810"," DOID:5113 "
"2243"," DOID:0050811"," DOID:1701 "
"2246"," DOID:0050812"," DOID:0080027 "
"2249"," DOID:0050813"," DOID:0112280 "
"2252"," DOID:0050814"," DOID:225 "
"2255"," DOID:0050815",NA
"2257"," DOID:0050816"," DOID:225 "
"2260"," DOID:0050817"," DOID:10871 "
"2263"," DOID:0050818"," DOID:0050731 "
"2266"," DOID:0050819",NA
"2268"," DOID:0050820"," DOID:10273 "
"2271"," DOID:0050821"," DOID:0050820 "
"2274"," DOID:0050822"," DOID:0050820 "
"2277"," DOID:0050823"," DOID:0050820 "
"2280"," DOID:0050824"," DOID:10273 "
"2283"," DOID:0050825"," DOID:114 "
"2286"," DOID:0050826"," DOID:4079 "
"2289"," DOID:0050827"," DOID:4079 "
"2292"," DOID:0050828"," DOID:178 "
"2295"," DOID:0050829"," DOID:1287 "
"2298"," DOID:0050830"," DOID:0050828 "
"2301"," DOID:0050831"," DOID:1289 "
"2304"," DOID:0050832"," DOID:655 "
"2307"," DOID:0050833"," DOID:0050832 "
"2310"," DOID:0050834"," DOID:225 "
"2313"," DOID:0050835"," DOID:543 "
"2316"," DOID:0050836"," DOID:543 "
"2319"," DOID:0050837"," DOID:543 "
"2322"," DOID:0050838"," DOID:543 "
"2325"," DOID:0050839"," DOID:0050836 "
"2328"," DOID:0050840"," DOID:0050836 "
"2331"," DOID:0050841"," DOID:0050836 "
"2334"," DOID:0050842"," DOID:0050836 "
"2337"," DOID:0050843"," DOID:0050836 "
"2340"," DOID:0050844"," DOID:0050836 "
"2343"," DOID:0050845"," DOID:0050836 "
"2346"," DOID:0050846"," DOID:0050837 "
"2349"," DOID:0050847"," DOID:535 "
"2352"," DOID:0050848"," DOID:0050847 "
"2355"," DOID:0050849"," DOID:10022 "
"2358"," DOID:0050850"," DOID:936 "
"2361"," DOID:0050851"," DOID:2921 "
"2364"," DOID:0050852"," DOID:326 "
"2367"," DOID:0050853"," DOID:10128 "
"2370"," DOID:0050854"," DOID:225 "
"2373"," DOID:0050855"," DOID:557 "
"2376"," DOID:0050856"," DOID:0060038 "
"2379"," DOID:0050857"," DOID:225 "
"2382"," DOID:0050858"," DOID:225 "
"2385"," DOID:0050859"," DOID:1679 "
"2388"," DOID:0050860"," DOID:4610 "
"2391"," DOID:0050861"," DOID:0080199 "
"2394"," DOID:0050862"," DOID:345 "
"2397"," DOID:0050863"," DOID:12010 "
"2400"," DOID:0050864"," DOID:12010 "
"2403"," DOID:0050865"," DOID:5520 "
"2406"," DOID:0050866"," DOID:8618 "
"2409"," DOID:0050867",NA
"2411"," DOID:0050868"," DOID:916 "
"2414"," DOID:0050869"," DOID:657 "
"2417"," DOID:0050870"," DOID:8800 "
"2420"," DOID:0050871"," DOID:0060123 "
"2423"," DOID:0050872"," DOID:4556 "
"2426"," DOID:0050873"," DOID:707 "
"2429"," DOID:0050875",NA
"2431"," DOID:0050876"," DOID:4138 "
"2434"," DOID:0050877"," DOID:26 "
"2437"," DOID:0050878",NA
"2439"," DOID:0050879"," DOID:0050953 "
"2442"," DOID:0050880"," DOID:225 "
"2445"," DOID:0050881"," DOID:225 "
"2448"," DOID:0050882"," DOID:1441 "
"2451"," DOID:0050883"," DOID:1289 "
"2454"," DOID:0050884"," DOID:4194 "
"2457"," DOID:0050885"," DOID:225 "
"2460"," DOID:0050886"," DOID:2476 "
"2463"," DOID:0050887"," DOID:225 "
"2466"," DOID:0050888"," DOID:1059 "
"2469"," DOID:0050889"," DOID:1059 "
"2472"," DOID:0050890"," DOID:1289 "
"2475"," DOID:0050891"," DOID:656 "
"2478"," DOID:0050892"," DOID:0080347 "
"2481"," DOID:0050893"," DOID:0080640 "
"2484"," DOID:0050894"," DOID:0060084 "
"2487"," DOID:0050895"," DOID:0060094 "
"2490"," DOID:0050896"," DOID:2762 "
"2493"," DOID:0050897"," DOID:3371 "
"2496"," DOID:0050898"," DOID:0060094 "
"2499"," DOID:0050899"," DOID:4203 "
"2502"," DOID:0050900"," DOID:4153 "
"2505"," DOID:0050901"," DOID:3187 "
"2508"," DOID:0050902"," DOID:4706 "
"2511"," DOID:0050903"," DOID:14384 "
"2514"," DOID:0050904"," DOID:8850 "
"2517"," DOID:0050905"," DOID:3350 "
"2520"," DOID:0050906"," DOID:0060096 "
"2523"," DOID:0050907"," DOID:3306 "
"2526"," DOID:0050908"," DOID:4960 "
"2529"," DOID:0050909"," DOID:0050748 "
"2532"," DOID:0050910"," DOID:1517 "
"2535"," DOID:0050911"," DOID:11239 "
"2538"," DOID:0050912"," DOID:235 "
"2541"," DOID:0050913"," DOID:5672 "
"2544"," DOID:0050914"," DOID:4610 "
"2547"," DOID:0050915"," DOID:1984 "
"2550"," DOID:0050916"," DOID:4531 "
"2553"," DOID:0050917"," DOID:5421 "
"2556"," DOID:0050918"," DOID:119 "
"2559"," DOID:0050919"," DOID:4531 "
"2562"," DOID:0050920"," DOID:8858 "
"2565"," DOID:0050921"," DOID:0060119 "
"2568"," DOID:0050922"," DOID:3119 "
"2571"," DOID:0050923"," DOID:3963 "
"2574"," DOID:0050924"," DOID:4045 "
"2577"," DOID:0050925"," DOID:10154 "
"2580"," DOID:0050926"," DOID:13499 "
"2583"," DOID:0050927"," DOID:1737 "
"2586"," DOID:0050928"," DOID:2394 "
"2589"," DOID:0050929"," DOID:1909 "
"2592"," DOID:0050930"," DOID:8849 "
"2595"," DOID:0050931"," DOID:9036 "
"2598"," DOID:0050932"," DOID:3905 "
"2601"," DOID:0050933"," DOID:4001 "
"2604"," DOID:0050934"," DOID:4001 "
"2607"," DOID:0050935"," DOID:371 "
"2610"," DOID:0050936"," DOID:0080347 "
"2613"," DOID:0050937"," DOID:5875 "
"2616"," DOID:0050938"," DOID:3459 "
"2619"," DOID:0050939"," DOID:9460 "
"2622"," DOID:0050940"," DOID:7519 "
"2625"," DOID:0050941"," DOID:0050952 "
"2628"," DOID:0050942"," DOID:0050952 "
"2631"," DOID:0050943"," DOID:0050952 "
"2634"," DOID:0050944"," DOID:0050952 "
"2637"," DOID:0050945"," DOID:0050952 "
"2640"," DOID:0050946"," DOID:0050950 "
"2643"," DOID:0050947"," DOID:10609 "
"2646"," DOID:0050948"," DOID:10609 "
"2649"," DOID:0050949"," DOID:10609 "
"2652"," DOID:0050950"," DOID:0050753 "
"2655"," DOID:0050951"," DOID:1289 "
"2658"," DOID:0050952"," DOID:0050951 "
"2661"," DOID:0050953"," DOID:0050951 "
"2664"," DOID:0050954"," DOID:1441 "
"2667"," DOID:0050955"," DOID:1441 "
"2670"," DOID:0050956"," DOID:1441 "
"2673"," DOID:0050957"," DOID:1441 "
"2676"," DOID:0050958"," DOID:1441 "
"2679"," DOID:0050959"," DOID:1441 "
"2682"," DOID:0050960"," DOID:1441 "
"2685"," DOID:0050961"," DOID:1441 "
"2688"," DOID:0050962"," DOID:1441 "
"2691"," DOID:0050963"," DOID:1441 "
"2694"," DOID:0050964"," DOID:1441 "
"2697"," DOID:0050965"," DOID:1441 "
"2700"," DOID:0050966",NA
"2702"," DOID:0050967"," DOID:1441 "
"2705"," DOID:0050968"," DOID:1441 "
"2708"," DOID:0050969"," DOID:1441 "
"2711"," DOID:0050970"," DOID:1441 "
"2714"," DOID:0050971"," DOID:1441 "
"2717"," DOID:0050972"," DOID:1441 "
"2720"," DOID:0050973"," DOID:1441 "
"2723"," DOID:0050974"," DOID:1441 "
"2726"," DOID:0050975"," DOID:1441 "
"2729"," DOID:0050976"," DOID:1441 "
"2732"," DOID:0050977"," DOID:1441 "
"2735"," DOID:0050978"," DOID:1441 "
"2738"," DOID:0050979"," DOID:1441 "
"2741"," DOID:0050980"," DOID:1441 "
"2744"," DOID:0050981"," DOID:1441 "
"2747"," DOID:0050982"," DOID:1441 "
"2750"," DOID:0050983"," DOID:1441 "
"2753"," DOID:0050984"," DOID:1441 "
"2756"," DOID:0050985"," DOID:1441 "
"2759"," DOID:0050986"," DOID:1441 "
"2762"," DOID:0050987"," DOID:1441 "
"2765"," DOID:0050988"," DOID:1441 "
"2768"," DOID:0050989"," DOID:963 "
"2771"," DOID:0050990"," DOID:963 "
"2774"," DOID:0050991"," DOID:963 "
"2777"," DOID:0050992"," DOID:963 "
"2780"," DOID:0050993"," DOID:963 "
"2783"," DOID:0050994"," DOID:963 "
"2786"," DOID:0050995"," DOID:963 "
"2789"," DOID:0050996"," DOID:963 "
"2792"," DOID:0050997"," DOID:225 "
"2795"," DOID:0050998"," DOID:1441 "
"2798"," DOID:0050999"," DOID:0050950 "
"2801"," DOID:0060000"," DOID:10314 "
"2804"," DOID:0060001"," DOID:303 "
"2807"," DOID:0060002"," DOID:626 "
"2810"," DOID:0060004"," DOID:438 "
"2813"," DOID:0060005"," DOID:417 "
"2816"," DOID:0060006",NA
"2818"," DOID:0060007"," DOID:627 "
"2821"," DOID:0060008"," DOID:627 "
"2824"," DOID:0060009"," DOID:627 "
"2827"," DOID:0060010"," DOID:627 "
"2830"," DOID:0060011"," DOID:627 "
"2833"," DOID:0060012"," DOID:627 "
"2836"," DOID:0060013"," DOID:627 "
"2839"," DOID:0060014"," DOID:627 "
"2842"," DOID:0060015"," DOID:627 "
"2845"," DOID:0060016"," DOID:627 "
"2848"," DOID:0060017"," DOID:627 "
"2851"," DOID:0060018"," DOID:627 "
"2854"," DOID:0060019"," DOID:627 "
"2857"," DOID:0060020"," DOID:627 "
"2860"," DOID:0060021"," DOID:628 "
"2863"," DOID:0060022"," DOID:628 "
"2866"," DOID:0060023"," DOID:0080544 "
"2869"," DOID:0060024"," DOID:2115 "
"2872"," DOID:0060025"," DOID:2115 "
"2875"," DOID:0060026"," DOID:2115 "
"2878"," DOID:0060027"," DOID:2583 "
"2881"," DOID:0060028"," DOID:628 "
"2884"," DOID:0060029"," DOID:417 "
"2887"," DOID:0060030"," DOID:417 "
"2890"," DOID:0060031"," DOID:417 "
"2893"," DOID:0060032"," DOID:417 "
"2896"," DOID:0060033"," DOID:438 "
"2899"," DOID:0060035",NA
"2901"," DOID:0060036"," DOID:0050700 "
"2904"," DOID:0060037"," DOID:150 "
"2907"," DOID:0060038"," DOID:0060037 "
"2910"," DOID:0060039"," DOID:417 "
"2913"," DOID:0060040"," DOID:0060037 "
"2916"," DOID:0060041"," DOID:0060040 "
"2919"," DOID:0060042"," DOID:0060041 "
"2922"," DOID:0060043"," DOID:150 "
"2925"," DOID:0060044"," DOID:0060043 "
"2928"," DOID:0060045"," DOID:1766 "
"2931"," DOID:0060046"," DOID:93 "
"2934"," DOID:0060047"," DOID:8927 "
"2937"," DOID:0060048"," DOID:599 "
"2940"," DOID:0060049"," DOID:417 "
"2943"," DOID:0060050"," DOID:417 "
"2946"," DOID:0060051"," DOID:417 "
"2949"," DOID:0060052",NA
"2951"," DOID:0060053",NA
"2953"," DOID:0060054"," DOID:870 "
"2956"," DOID:0060055"," DOID:225 "
"2959"," DOID:0060056"," DOID:2914 "
"2962"," DOID:0060057"," DOID:3044 "
"2965"," DOID:0060058"," DOID:2531 "
"2968"," DOID:0060060"," DOID:0060058 "
"2971"," DOID:0060061"," DOID:0050749 "
"2974"," DOID:0060062"," DOID:557 "
"2977"," DOID:0060063"," DOID:8955 "
"2980"," DOID:0060064",NA
"2982"," DOID:0060065"," DOID:8955 "
"2985"," DOID:0060066"," DOID:8955 "
"2988"," DOID:0060067"," DOID:700 "
"2991"," DOID:0060068"," DOID:10314 "
"2994"," DOID:0060069",NA
"2996"," DOID:0060071"," DOID:14566 "
"2999"," DOID:0060072"," DOID:14566 "
"3002"," DOID:0060073"," DOID:0060083 "
"3005"," DOID:0060074"," DOID:8791 "
"3008"," DOID:0060075"," DOID:1612 "
"3011"," DOID:0060076"," DOID:1612 "
"3014"," DOID:0060077"," DOID:1612 "
"3017"," DOID:0060078"," DOID:1612 "
"3020"," DOID:0060079"," DOID:1612 "
"3023"," DOID:0060080"," DOID:1612 "
"3026"," DOID:0060081"," DOID:1612 "
"3029"," DOID:0060082"," DOID:0060097 "
"3032"," DOID:0060083"," DOID:0050686 "
"3035"," DOID:0060084"," DOID:0060072 "
"3038"," DOID:0060085"," DOID:0060072 "
"3041"," DOID:0060086"," DOID:0050622 "
"3044"," DOID:0060087"," DOID:0050622 "
"3047"," DOID:0060088"," DOID:0060086 "
"3050"," DOID:0060089"," DOID:0060085 "
"3053"," DOID:0060090"," DOID:0060115 "
"3056"," DOID:0060091"," DOID:0060085 "
"3059"," DOID:0060092"," DOID:0060085 "
"3062"," DOID:0060094"," DOID:0060123 "
"3065"," DOID:0060095"," DOID:0060086 "
"3068"," DOID:0060096"," DOID:0060115 "
"3071"," DOID:0060097"," DOID:0060085 "
"3074"," DOID:0060098"," DOID:0060094 "
"3077"," DOID:0060099"," DOID:0060085 "
"3080"," DOID:0060100"," DOID:0050686 "
"3083"," DOID:0060101",NA
"3085"," DOID:0060102"," DOID:201 "
"3088"," DOID:0060103"," DOID:3620 "
"3091"," DOID:0060104"," DOID:4205 "
"3094"," DOID:0060106"," DOID:1319 "
"3097"," DOID:0060108"," DOID:1319 "
"3100"," DOID:0060109"," DOID:0060086 "
"3103"," DOID:0060110"," DOID:0060086 "
"3106"," DOID:0060111"," DOID:0060086 "
"3109"," DOID:0060112"," DOID:0060086 "
"3112"," DOID:0060114"," DOID:0060086 "
"3115"," DOID:0060115"," DOID:0060085 "
"3118"," DOID:0060116"," DOID:3093 "
"3121"," DOID:0060117"," DOID:0060097 "
"3124"," DOID:0060118"," DOID:7 "
"3127"," DOID:0060119"," DOID:3119 "
"3130"," DOID:0060120",NA
"3132"," DOID:0060121"," DOID:0060085 "
"3135"," DOID:0060122"," DOID:0050686 "
"3138"," DOID:0060123"," DOID:0060099 "
"3141"," DOID:0060125"," DOID:2916 "
"3144"," DOID:0060126"," DOID:0060125 "
"3147"," DOID:0060127"," DOID:0060125 "
"3150"," DOID:0060128"," DOID:0060125 "
"3153"," DOID:0060129"," DOID:0060125 "
"3156"," DOID:0060130"," DOID:4090 "
"3159"," DOID:0060131"," DOID:4090 "
"3162"," DOID:0060132"," DOID:4090 "
"3165"," DOID:0060133"," DOID:4090 "
"3168"," DOID:0060134"," DOID:4090 "
"3171"," DOID:0060135"," DOID:4090 "
"3174"," DOID:0060136"," DOID:4090 "
"3177"," DOID:0060137"," DOID:4090 "
"3180"," DOID:0060138"," DOID:4090 "
"3183"," DOID:0060139"," DOID:4090 "
"3186"," DOID:0060140"," DOID:4090 "
"3189"," DOID:0060141"," DOID:4090 "
"3192"," DOID:0060142"," DOID:4090 "
"3195"," DOID:0060143"," DOID:4090 "
"3198"," DOID:0060144"," DOID:4090 "
"3201"," DOID:0060145"," DOID:4090 "
"3204"," DOID:0060146"," DOID:4090 "
"3207"," DOID:0060147"," DOID:4090 "
"3210"," DOID:0060148"," DOID:4090 "
"3213"," DOID:0060149"," DOID:4090 "
"3216"," DOID:0060150"," DOID:4090 "
"3219"," DOID:0060151"," DOID:4090 "
"3222"," DOID:0060152"," DOID:4090 "
"3225"," DOID:0060153"," DOID:0060155 "
"3228"," DOID:0060154"," DOID:4090 "
"3231"," DOID:0060155"," DOID:4090 "
"3234"," DOID:0060156"," DOID:0060155 "
"3237"," DOID:0060157"," DOID:986 "
"3240"," DOID:0060158"," DOID:0014667 "
"3243"," DOID:0060159"," DOID:9252 "
"3246"," DOID:0060160"," DOID:12377 "
"3249"," DOID:0060161"," DOID:12377 "
"3252"," DOID:0060162"," DOID:1441 "
"3255"," DOID:0060163"," DOID:4737 "
"3258"," DOID:0060164"," DOID:4737 "
"3261"," DOID:0060165"," DOID:8619 "
"3264"," DOID:0060166"," DOID:3312 "
"3267"," DOID:0060167"," DOID:1596 "
"3270"," DOID:0060168"," DOID:9265 "
"3273"," DOID:0060169"," DOID:0050703 "
"3276"," DOID:0060170"," DOID:1827 "
"3279"," DOID:0060171",NA
"3281"," DOID:0060172"," DOID:0050705 "
"3284"," DOID:0060173"," DOID:225 "
"3287"," DOID:0060174"," DOID:0060176 "
"3290"," DOID:0060175"," DOID:0060176 "
"3293"," DOID:0060176"," DOID:9252 "
"3296"," DOID:0060177"," DOID:0060176 "
"3299"," DOID:0060178"," DOID:10024 "
"3302"," DOID:0060179"," DOID:0060309 "
"3305"," DOID:0060180"," DOID:0050589 "
"3308"," DOID:0060181"," DOID:0060180 "
"3311"," DOID:0060182"," DOID:0060180 "
"3314"," DOID:0060183"," DOID:0060182 "
"3317"," DOID:0060184"," DOID:0060182 "
"3320"," DOID:0060185"," DOID:0060180 "
"3323"," DOID:0060186"," DOID:0060180 "
"3326"," DOID:0060187"," DOID:0060180 "
"3329"," DOID:0060188"," DOID:8778 "
"3332"," DOID:0060189"," DOID:8778 "
"3335"," DOID:0060190"," DOID:8778 "
"3338"," DOID:0060191"," DOID:8778 "
"3341"," DOID:0060192"," DOID:8778 "
"3344"," DOID:0060193"," DOID:332 "
"3347"," DOID:0060194"," DOID:332 "
"3350"," DOID:0060195"," DOID:332 "
"3353"," DOID:0060196"," DOID:332 "
"3356"," DOID:0060197"," DOID:332 "
"3359"," DOID:0060198"," DOID:332 "
"3362"," DOID:0060199"," DOID:332 "
"3365"," DOID:0060200"," DOID:332 "
"3368"," DOID:0060201"," DOID:332 "
"3371"," DOID:0060202"," DOID:332 "
"3374"," DOID:0060203"," DOID:332 "
"3377"," DOID:0060204"," DOID:332 "
"3380"," DOID:0060205"," DOID:332 "
"3383"," DOID:0060206"," DOID:332 "
"3386"," DOID:0060207"," DOID:332 "
"3389"," DOID:0060208",NA
"3391"," DOID:0060209"," DOID:332 "
"3394"," DOID:0060210"," DOID:332 "
"3397"," DOID:0060211"," DOID:332 "
"3400"," DOID:0060212"," DOID:332 "
"3403"," DOID:0060213"," DOID:332 "
"3406"," DOID:0060214"," DOID:332 "
"3409"," DOID:0060215"," DOID:2377 "
"3412"," DOID:0060216"," DOID:5614 "
"3415"," DOID:0060217"," DOID:5614 "
"3418"," DOID:0060218"," DOID:225 "
"3421"," DOID:0060219"," DOID:0080618 "
"3424"," DOID:0060220"," DOID:1555 "
"3427"," DOID:0060221"," DOID:225 "
"3430"," DOID:0060222"," DOID:12802 "
"3433"," DOID:0060223"," DOID:0060047 "
"3436"," DOID:0060224"," DOID:10273 "
"3439"," DOID:0060225"," DOID:225 "
"3442"," DOID:0060226"," DOID:1934 "
"3445"," DOID:0060227"," DOID:225 "
"3448"," DOID:0060228"," DOID:10941 "
"3451"," DOID:0060229"," DOID:225 "
"3454"," DOID:0060230"," DOID:679 "
"3457"," DOID:0060231"," DOID:225 "
"3460"," DOID:0060232"," DOID:225 "
"3463"," DOID:0060233"," DOID:0080690 "
"3466"," DOID:0060234"," DOID:12960 "
"3469"," DOID:0060235"," DOID:3146 "
"3472"," DOID:0060236"," DOID:653 "
"3475"," DOID:0060237"," DOID:225 "
"3478"," DOID:0060238"," DOID:225 "
"3481"," DOID:0060239"," DOID:225 "
"3484"," DOID:0060240"," DOID:37 "
"3487"," DOID:0060241"," DOID:225 "
"3490"," DOID:0060242"," DOID:11193 "
"3493"," DOID:0060243"," DOID:4186 "
"3496"," DOID:0060244"," DOID:93 "
"3499"," DOID:0060245"," DOID:2476 "
"3502"," DOID:0060246"," DOID:2476 "
"3505"," DOID:0060247"," DOID:0111167 "
"3508"," DOID:0060248"," DOID:225 "
"3511"," DOID:0060249"," DOID:0080010 "
"3514"," DOID:0060250"," DOID:0060249 "
"3517"," DOID:0060251"," DOID:205 "
"3520"," DOID:0060252"," DOID:10124 "
"3523"," DOID:0060253"," DOID:9884 "
"3526"," DOID:0060254"," DOID:225 "
"3529"," DOID:0060255"," DOID:66 "
"3532"," DOID:0060256"," DOID:10123 "
"3535"," DOID:0060257"," DOID:10123 "
"3538"," DOID:0060258"," DOID:10123 "
"3541"," DOID:0060259"," DOID:0080015 "
"3544"," DOID:0060260"," DOID:5614 "
"3547"," DOID:0060261"," DOID:0060260 "
"3550"," DOID:0060262"," DOID:77 "
"3553"," DOID:0060263"," DOID:936 "
"3556"," DOID:0060264"," DOID:1289 "
"3559"," DOID:0060265"," DOID:0112322 "
"3562"," DOID:0060266"," DOID:0112322 "
"3565"," DOID:0060267"," DOID:0112328 "
"3568"," DOID:0060268"," DOID:0112328 "
"3571"," DOID:0060269"," DOID:0112328 "
"3574"," DOID:0060270"," DOID:0112328 "
"3577"," DOID:0060271"," DOID:0112328 "
"3580"," DOID:0060272"," DOID:0060264 "
"3583"," DOID:0060273"," DOID:0060264 "
"3586"," DOID:0060274"," DOID:0060264 "
"3589"," DOID:0060275"," DOID:0060264 "
"3592"," DOID:0060276"," DOID:0060264 "
"3595"," DOID:0060277"," DOID:0060264 "
